Barri,Metres_Quadrats,Num_Habitacions,Num_Lavabos,Preu,Tipus_Immoble
Taxonera,71,2,2,1.350 €,Dúplex
Sant Gervasi - Bonanova,50,,1,950 €,Piso
Ciutat Meridiana,75,3,1,700 €,Piso
Esquerra Baixa de l´Eixample,153,5,2,1.850 €,Piso
Les Corts,120,4,2,1.400 €,Piso
Les Corts,60,,1,990 €,Piso
St. Pere - Sta. Caterina - El Born,60,2,2,1.000 €,Piso
St. Pere - Sta. Caterina - El Born,40,,1,575 €,Dúplex
Taxonera,71,2,2,1.250 €,Ático
Tres Torres,64,,1,1.000 €,Piso
Tres Torres,64,,1,1.000 €,Piso
Esquerra Alta de l´Eixample,75,2,1,990 €,Piso
Poblenou,127,4,2,1.731 €,Piso
Dreta de l´Eixample,90,2,2,1.750 €,Piso
Putget - Farró,91,3,2,1.900 €,Piso
Dreta de l´Eixample,209,4,3,3.000 €,Ático
Sant Gervasi - Galvany,214,5,3,2.800 €,Ático
Sant Ramon - Maternitat,85,3,2,1.600 €,Ático
Dreta de l´Eixample,106,2,2,2.150 €,Piso
Sant Andreu,52,3,1,615 €,Piso
Sagrada Família,85,3,1,1.130 €,Piso
Sagrada Família,170,5,2,2.000 €,Piso
Sagrada Família,75,4,2,900 €,Piso
Dreta de l´Eixample,92,,1,1.275 €,Piso
St. Pere - Sta. Caterina - El Born,60,,1,825 €,Piso
Sant Gervasi - Galvany,214,5,3,2.800 €,Ático
Sant Ramon - Maternitat,85,3,2,1.600 €,Ático
Esquerra Alta de l´Eixample,52,,1,950 €,Piso
Raval,65,2,1,800 €,Piso
Raval,105,2,2,950 €,Piso
Taxonera,73,2,2,890 €,Piso
Tres Torres,55,2,1,800 €,Planta
Dreta de l´Eixample,57,,1,1.000 €,Apartamento
Les Corts,90,2,1,900 €,Piso
Dreta de l´Eixample,103,4,2,1.290 €,Piso
Raval,69,2,2,1.090 €,Piso
Raval,37,,1,650 €,Piso
Sant Gervasi - Bonanova,100,3,2,1.200 €,Piso
Pedralbes,325,5,5,4.000 €,Piso
St. Pere - Sta. Caterina - El Born,35,,1,625 €,Piso
Les Corts,65,3,1,875 €,Piso
Sant Gervasi - Galvany,140,,1,2.000 €,Estudio
Esquerra Alta de l´Eixample,58,2,1,1.200 €,Ático
Les Corts,120,3,2,1.100 €,Piso
Vila de Gràcia,71,3,2,950 €,Piso
Sant Gervasi - Galvany,200,3,3,3.000 €,Piso
Sant Gervasi - Galvany,200,5,4,2.800 €,Piso
Fort Pienc,74,2,1,1.350 €,Piso
Putget - Farró,62,,1,700 €,Piso
Dreta de l´Eixample,131,3,2,1.600 €,Piso
Prosperitat,55,3,1,750 €,Piso
Esquerra Alta de l´Eixample,115,3,2,1.300 €,Piso
Dreta de l´Eixample,69,2,1,1.050 €,Piso
Diagonal Mar - La Mar Bella,84,3,2,2.000 €,Piso
Sant Antoni,110,4,2,1.700 €,Piso
Putget - Farró,103,3,2,1.650 €,Piso
Dreta de l´Eixample,150,3,3,4.950 €,Piso
Esquerra Alta de l´Eixample,105,2,2,1.300 €,Piso
Esquerra Baixa de l´Eixample,75,2,1,1.200 €,Piso
Dreta de l´Eixample,77,2,2,1.900 €,Piso
Sant Antoni,110,4,2,1.700 €,Piso
Camp de l´Arpa,88,2,1,1.050 €,Piso
Sant Antoni,140,5,2,1.250 €,Piso
Poble Sec,75,4,2,906 €,Piso
Dreta de l´Eixample,70,,1,1.650 €,Piso
Esquerra Baixa de l´Eixample,70,2,2,975 €,Piso
Sants,372,5,3,2.950 €,Ático
Dreta de l´Eixample,70,2,1,1.050 €,Piso
Camp de l´Arpa,92,2,2,987 €,Piso
Provençals del Poblenou,77,3,1,1.000 €,Piso
Sant Gervasi - Bonanova,58,2,1,1.150 €,Piso
Sagrada Família,70,2,1,1.100 €,Piso
Sagrada Família,79,3,,900 €,Piso
Esquerra Alta de l´Eixample,,,,1.600 €,Piso
El Clot,67,3,1,920 €,Piso
Poble Sec,62,2,1,875 €,Piso
Tres Torres,160,4,3,2.300 €,Piso
Tres Torres,85,2,2,2.500 €,Piso
Guinardó,45,,1,812 €,Piso
Guinardó,72,2,2,1.008 €,Piso
Sant Ramon - Maternitat,40,,1,725 €,Piso
Sant Ramon - Maternitat,110,4,2,1.450 €,Piso
Dreta de l´Eixample,120,3,1,1.600 €,Piso
Badal,50,2,1,1.200 €,Piso
Sants,80,3,1,1.000 €,Piso
Diagonal Mar - La Mar Bella,91,3,1,1.450 €,Piso
Sant Ramon - Maternitat,65,3,1,800 €,Piso
Sant Gervasi - Galvany,214,5,4,2.800 €,Piso
St. Pere - Sta. Caterina - El Born,55,,1,850 €,Piso
Poblenou,85,2,2,1.895 €,Loft
Sarrià,78,3,1,1.200 €,Piso
St. Pere - Sta. Caterina - El Born,74,3,1,1.040 €,Piso
Dreta de l´Eixample,75,3,1,750 €,Piso
Raval,50,2,2,750 €,Piso
St. Pere - Sta. Caterina - El Born,70,,1,1.050 €,Piso
Esquerra Baixa de l´Eixample,175,3,3,1.800 €,Piso
St. Pere - Sta. Caterina - El Born,187,5,3,2.300 €,Piso
Sants,90,3,2,1.300 €,Piso
Sant Andreu,57,,1,990 €,Piso
Sant Gervasi - Bonanova,200,4,3,5.600 €,Ático
Sant Andreu,50,2,1,800 €,Piso
Camp d´en Grassot - Gràcia N.,90,4,2,1.150 €,Piso
Gòtic,109,2,1,1.253 €,Piso
Sant Martí,42,,1,650 €,Piso
Gòtic,60,2,2,775 €,Piso
Gòtic,59,,1,900 €,Apartamento
Sarrià,75,2,1,1.200 €,Apartamento
Gòtic,150,3,3,1.350 €,Piso
Sagrada Família,80,3,2,1.070 €,Piso
Badal,45,,1,750 €,Piso
Fort Pienc,40,,1,775 €,Loft
St. Pere - Sta. Caterina - El Born,54,2,1,750 €,Piso
Poblenou,90,4,2,875 €,Piso
Roquetes,45,,2,600 €,Piso
Poblenou,78,3,2,1.091 €,Piso
Sant Ramon - Maternitat,110,4,2,1.300 €,Piso
Sant Gervasi - Galvany,80,2,1,1.200 €,Ático
Glòries El Parc,58,,1,990 €,Ático
Camp d´en Grassot - Gràcia N.,75,2,2,1.250 €,Apartamento
Gòtic,52,3,1,950 €,Piso
Esquerra Baixa de l´Eixample,115,4,2,1.800 €,Piso
Sant Gervasi - Galvany,65,2,1,990 €,Piso
Sant Ramon - Maternitat,55,,1,880 €,Piso
Sarrià,71,3,1,1.190 €,Piso
Dreta de l´Eixample,69,2,1,1.050 €,Piso
Les Corts,106,4,2,1.450 €,Piso
Sant Antoni,106,2,2,1.600 €,Apartamento
Sagrada Família,87,2,1,950 €,Piso
Sant Gervasi - Galvany,73,3,1,1.150 €,Piso
Dreta de l´Eixample,77,,1,1.750 €,Piso
Vila de Gràcia,52,2,1,800 €,Piso
Dreta de l´Eixample,150,4,2,1.500 €,Piso
Tres Torres,100,4,2,1.300 €,Piso
La Bordeta,80,3,2,940 €,Piso
Esquerra Alta de l´Eixample,75,2,2,1.950 €,Piso
Besòs - Maresme,71,3,1,760 €,Piso
Esquerra Baixa de l´Eixample,73,2,2,1.500 €,Piso
Esquerra Alta de l´Eixample,141,3,2,1.400 €,Piso
Gòtic,85,3,1,1.000 €,Piso
Camp d´en Grassot - Gràcia N.,18,,1,525 €,Piso
Sant Antoni,70,3,2,1.035 €,Piso
Vila de Gràcia,100,2,2,1.250 €,Piso
Guinardó,130,2,3,1.250 €,Dúplex
La Marina-Montjuïc,97,3,1,1.295 €,Ático
Sagrada Família,58,3,1,900 €,Piso
Hostafrancs,37,,1,850 €,Loft
Putget - Farró,40,,1,990 €,Piso
Camp d´en Grassot - Gràcia N.,60,2,1,980 €,Piso
St. Pere - Sta. Caterina - El Born,85,2,2,1.225 €,Apartamento
El Clot,80,3,2,1.000 €,Piso
St. Pere - Sta. Caterina - El Born,48,2,1,850 €,Piso
Sagrada Família,91,3,1,1.100 €,Piso
Baix Guinardó,69,3,1,800 €,Piso
Sant Gervasi - Bonanova,74,4,2,1.300 €,Piso
Sant Gervasi - Galvany,49,,1,825 €,Piso
Sagrada Família,50,3,1,800 €,Apartamento
Sagrada Família,50,2,1,750 €,Apartamento
Baix Guinardó,32,,1,675 €,Estudio
Sant Ramon - Maternitat,95,4,2,1.400 €,Piso
Guinardó,85,4,1,900 €,Piso
Sant Genís dels Agudells,80,3,2,950 €,Piso
Dreta de l´Eixample,102,2,2,1.850 €,Apartamento
La Verneda - La Pau,100,3,1,1.100 €,Piso
Dreta de l´Eixample,55,,1,900 €,Piso
Sant Ramon - Maternitat,152,4,2,1.650 €,Piso
St. Pere - Sta. Caterina - El Born,101,2,1,1.160 €,Piso
Gòtic,84,2,1,1.254 €,Piso
Putget - Farró,47,,1,825 €,Piso
Camp d´en Grassot - Gràcia N.,70,3,1,915 €,Piso
Diagonal Mar - La Mar Bella,110,3,2,2.390 €,Piso
Ciutat Meridiana,56,3,1,640 €,Piso
Putget - Farró,44,,1,825 €,Apartamento
Sant Gervasi - Galvany,50,2,1,1.500 €,Apartamento
St. Pere - Sta. Caterina - El Born,70,2,1,1.100 €,Apartamento
Sant Ramon - Maternitat,111,4,2,1.600 €,Piso
Esquerra Alta de l´Eixample,85,3,1,1.000 €,Piso
Poble Sec,71,3,1,1.150 €,Piso
Sagrada Família,80,2,2,1.100 €,Piso
Sagrada Família,50,3,1,800 €,Piso
Esquerra Alta de l´Eixample,77,3,2,1.045 €,Piso
Sant Antoni,70,2,1,930 €,Piso
St. Pere - Sta. Caterina - El Born,76,2,2,1.625 €,Piso
Esquerra Alta de l´Eixample,25,,1,625 €,Estudio
Sagrada Família,27,,1,1.000 €,Estudio
Sant Gervasi - Galvany,186,4,3,3.500 €,Piso
Esquerra Alta de l´Eixample,95,3,1,1.300 €,Piso
Esquerra Baixa de l´Eixample,95,3,2,1.300 €,Piso
Sant Gervasi - Galvany,257,6,3,2.950 €,Piso
Sant Gervasi - Bonanova,116,3,2,1.480 €,Piso
Fort Pienc,100,3,2,1.350 €,Piso
St. Pere - Sta. Caterina - El Born,57,,1,790 €,Apartamento
Sagrada Família,63,2,1,890 €,Piso
Sant Gervasi - Galvany,95,2,2,1.300 €,Piso
Sarrià,58,2,1,1.350 €,Piso
St. Pere - Sta. Caterina - El Born,35,,1,700 €,Piso
Les Corts,102,4,2,1.440 €,Piso
Les Corts,115,5,2,1.250 €,Piso
Putget - Farró,43,,1,750 €,Piso
Provençals del Poblenou,90,3,2,950 €,Piso
Sant Antoni,47,,1,740 €,Apartamento
Putget - Farró,80,,1,1.250 €,Loft
Besòs - Maresme,54,2,1,670 €,Piso
Gòtic,100,3,2,1.700 €,Piso
Raval,105,3,1,1.200 €,Piso
Tres Torres,72,,1,1.100 €,Apartamento
Sagrada Família,85,2,1,1.150 €,Piso
Putget - Farró,100,3,2,1.100 €,Piso
Esquerra Alta de l´Eixample,123,5,2,1.900 €,Piso
Esquerra Alta de l´Eixample,78,2,1,1.100 €,Piso
Sant Antoni,52,,2,850 €,Piso
Vila de Gràcia,137,3,2,1.377 €,Piso
Esquerra Baixa de l´Eixample,50,2,1,900 €,Piso
Esquerra Baixa de l´Eixample,154,4,3,1.650 €,Piso
Gòtic,135,2,2,3.500 €,Piso
Putget - Farró,35,,1,740 €,Apartamento
Camp de l´Arpa,110,3,2,1.550 €,Planta
Glòries El Parc,70,2,1,1.100 €,Ático
Vila de Gràcia,72,2,1,950 €,Piso
El Clot,66,3,1,900 €,Piso
La Marina-Montjuïc,84,4,2,950 €,Piso
Hostafrancs,82,2,1,914 €,Piso
Sant Andreu,86,3,2,980 €,Piso
Sant Martí,66,3,1,870 €,Piso
La Sagrera,70,3,1,920 €,Piso
Putget - Farró,59,,1,850 €,Piso
Prosperitat,50,3,1,650 €,Piso
Sant Gervasi - Bonanova,35,,1,800 €,Estudio
Raval,54,2,1,695 €,Apartamento
Dreta de l´Eixample,110,3,2,1.300 €,Apartamento
Guinardó,68,2,1,800 €,Piso
Dreta de l´Eixample,70,2,1,1.225 €,Piso
Putget - Farró,56,2,1,750 €,Piso
Raval,55,2,1,1.000 €,Piso
El Clot,66,3,1,825 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,750 €,Ático
Dreta de l´Eixample,100,3,2,1.150 €,Piso
Esquerra Baixa de l´Eixample,80,3,1,950 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,750 €,Ático
Esquerra Baixa de l´Eixample,85,3,2,1.250 €,Ático
Poble Sec,50,,1,900 €,Piso
Diagonal Mar - La Mar Bella,80,2,2,2.200 €,Piso
Esquerra Alta de l´Eixample,100,2,3,1.190 €,Piso
Esquerra Baixa de l´Eixample,140,4,2,1.550 €,Piso
Turó de la Peira - Can Peguera,53,2,1,695 €,Piso
Poble Sec,62,2,1,900 €,Piso
Camp d´en Grassot - Gràcia N.,95,2,1,1.300 €,Piso
Sagrada Família,65,2,2,900 €,Piso
Sagrada Família,42,,1,750 €,Piso
Dreta de l´Eixample,123,3,2,1.350 €,Piso
Putget - Farró,70,2,1,800 €,Piso
Gòtic,40,2,1,1.200 €,Ático
Vila de Gràcia,55,,1,800 €,Estudio
Fort Pienc,44,,1,650 €,Estudio
Sagrada Família,30,,1,975 €,Estudio
Vila de Gràcia,35,,1,895 €,Estudio
St. Pere - Sta. Caterina - El Born,29,,1,850 €,Estudio
Fort Pienc,25,,1,550 €,Estudio
Esquerra Alta de l´Eixample,40,,1,1.250 €,Piso
El Clot,82,3,1,800 €,Piso
Tres Torres,166,3,3,2.695 €,Piso
Poble Sec,69,3,1,900 €,Piso
Sant Antoni,50,,1,750 €,Piso
Esquerra Alta de l´Eixample,100,4,2,1.200 €,Piso
St. Pere - Sta. Caterina - El Born,45,,1,800 €,Piso
Sant Gervasi - Bonanova,60,2,1,1.000 €,Piso
Dreta de l´Eixample,155,5,2,1.631 €,Piso
Esquerra Baixa de l´Eixample,141,5,3,1.465 €,Piso
Dreta de l´Eixample,156,4,2,1.800 €,Piso
Dreta de l´Eixample,62,2,1,990 €,Piso
Hostafrancs,50,3,1,775 €,Apartamento
Raval,67,3,1,970 €,Piso
Sant Gervasi - Galvany,114,4,2,3.900 €,Piso
La Marina-Montjuïc,70,2,1,790 €,Piso
Prosperitat,77,2,1,950 €,Piso
El Coll,75,,2,868 €,Dúplex
Dreta de l´Eixample,49,,1,1.300 €,Ático
Esquerra Baixa de l´Eixample,142,6,2,1.650 €,Piso
Vila de Gràcia,65,3,1,825 €,Piso
Diagonal Mar - La Mar Bella,65,,1,1.100 €,Piso
Sants,72,2,2,1.190 €,Piso
Sagrada Família,80,3,1,1.000 €,Piso
Raval,50,2,1,800 €,Piso
La Bordeta,71,2,1,829 €,Piso
Sagrada Família,85,3,1,1.200 €,Piso
Sant Andreu,57,3,1,700 €,Piso
Les Corts,70,2,2,1.080 €,Piso
Esquerra Alta de l´Eixample,70,2,1,1.050 €,Piso
El Coll,110,4,2,1.150 €,Ático
Dreta de l´Eixample,90,3,2,1.400 €,Piso
La Marina-Montjuïc,100,3,2,900 €,Dúplex
Baix Guinardó,80,3,2,950 €,Piso
Sant Ramon - Maternitat,112,3,2,1.400 €,Piso
Sagrada Família,90,4,1,1.100 €,Piso
Sant Gervasi - Bonanova,690,9,3,8.700 €,Casa
Hostafrancs,70,,1,800 €,Apartamento
Vila de Gràcia,83,3,2,990 €,Apartamento
Raval,40,,1,650 €,Piso
Esquerra Baixa de l´Eixample,77,2,2,1.300 €,Ático
Poble Sec,70,2,1,1.100 €,Piso
Esquerra Alta de l´Eixample,140,5,2,1.600 €,Piso
Sant Gervasi - Galvany,110,3,2,1.900 €,Piso
Camp d´en Grassot - Gràcia N.,90,3,2,1.375 €,Piso
Provençals del Poblenou,77,3,2,1.460 €,Piso
Sagrada Família,80,3,1,1.100 €,Piso
Esquerra Alta de l´Eixample,67,2,1,1.200 €,Piso
Sant Ramon - Maternitat,79,3,1,1.000 €,Piso
Esquerra Baixa de l´Eixample,43,,1,870 €,Dúplex
Gòtic,64,,1,1.050 €,Apartamento
Sant Gervasi - Galvany,60,2,2,1.150 €,Piso
Esquerra Alta de l´Eixample,115,4,2,1.392 €,Piso
Camp de l´Arpa,60,3,1,1.190 €,Piso
Putget - Farró,93,3,2,1.600 €,Piso
Putget - Farró,65,2,2,950 €,Piso
Putget - Farró,60,2,1,1.075 €,Piso
Sant Ramon - Maternitat,100,4,2,1.500 €,Piso
Tres Torres,100,4,2,1.350 €,Piso
Sant Ramon - Maternitat,130,4,2,1.550 €,Piso
Esquerra Alta de l´Eixample,95,2,1,1.400 €,Piso
Dreta de l´Eixample,57,2,1,1.150 €,Ático
Sagrada Família,74,4,2,1.100 €,Piso
Sant Gervasi - Galvany,180,4,3,3.350 €,Piso
St. Pere - Sta. Caterina - El Born,82,2,1,950 €,Piso
Putget - Farró,65,,1,965 €,Piso
Poble Sec,70,2,1,1.250 €,Piso
Poble Sec,71,2,2,1.250 €,Piso
Esquerra Alta de l´Eixample,80,3,1,1.070 €,Piso
Sant Gervasi - Bonanova,195,4,2,2.350 €,Piso
Putget - Farró,83,2,2,1.500 €,Piso
Camp d´en Grassot - Gràcia N.,205,3,2,2.500 €,Ático
Dreta de l´Eixample,75,2,2,1.200 €,Ático
Vila de Gràcia,55,2,1,935 €,Piso
Camp de l´Arpa,70,3,1,880 €,Piso
Camp de l´Arpa,67,3,1,830 €,Piso
Esquerra Alta de l´Eixample,160,5,2,1.790 €,Piso
Esquerra Alta de l´Eixample,76,3,1,1.150 €,Piso
Roquetes,63,2,1,650 €,Piso
Esquerra Alta de l´Eixample,92,2,2,1.750 €,Piso
Sant Martí,90,4,2,873 €,Piso
Raval,40,,1,750 €,Loft
Esquerra Baixa de l´Eixample,72,3,1,1.100 €,Apartamento
Roquetes,63,2,1,650 €,Piso
Esquerra Alta de l´Eixample,92,2,2,1.750 €,Piso
Sant Martí,90,4,2,873 €,Piso
Sant Gervasi - Bonanova,200,4,3,5.600 €,Ático
Sant Gervasi - Galvany,55,2,1,2.200 €,Ático
Sagrada Família,90,4,2,1.050 €,Piso
Guinardó,52,3,1,850 €,Piso
Gòtic,70,,1,800 €,Piso
Esquerra Alta de l´Eixample,102,4,2,995 €,Piso
Dreta de l´Eixample,65,2,1,1.100 €,Piso
Poble Sec,47,2,1,720 €,Piso
Poblenou,62,3,1,850 €,Piso
St. Pere - Sta. Caterina - El Born,50,,2,750 €,Piso
Vila de Gràcia,41,2,1,875 €,Piso
Gòtic,80,3,1,1.350 €,Piso
Vila de Gràcia,95,3,1,1.200 €,Piso
Poblenou,77,2,1,1.200 €,Piso
Baix Guinardó,71,,,750 €,Piso
St. Pere - Sta. Caterina - El Born,87,3,,1.000 €,Piso
St. Pere - Sta. Caterina - El Born,50,,2,750 €,Piso
Vila de Gràcia,41,2,1,875 €,Piso
Gòtic,80,3,1,1.350 €,Piso
Sant Gervasi - Galvany,63,,1,1.200 €,Apartamento
Sagrada Família,70,2,1,1.000 €,Piso
Esquerra Baixa de l´Eixample,90,3,3,1.400 €,Piso
Hostafrancs,75,2,1,950 €,Piso
Sagrada Família,95,4,2,1.075 €,Piso
Camp de l´Arpa,70,3,2,1.500 €,Piso
Esquerra Baixa de l´Eixample,90,2,2,1.800 €,Piso
Porta,85,3,1,850 €,Piso
Porta,85,3,1,850 €,Piso
Sant Ramon - Maternitat,156,4,2,1.700 €,Piso
Glòries El Parc,42,,1,990 €,Apartamento
St. Pere - Sta. Caterina - El Born,40,,1,850 €,Ático
Raval,65,2,1,800 €,Piso
Dreta de l´Eixample,69,2,2,1.100 €,Piso
La Bordeta,70,3,1,900 €,Piso
Les Corts,100,2,2,1.300 €,Piso
Diagonal Mar - La Mar Bella,145,3,2,2.400 €,Piso
Raval,45,,1,650 €,Loft
Gòtic,30,,1,650 €,Estudio
Putget - Farró,94,4,2,1.225 €,Piso
Sagrada Família,50,2,1,1.000 €,Piso
Poble Sec,55,,1,900 €,Piso
El Clot,73,3,1,890 €,Piso
Poble Sec,55,,1,900 €,Piso
Poble Sec,38,,1,800 €,Piso
Guinardó,80,3,1,1.000 €,Piso
Navas,90,3,1,1.000 €,Piso
Sant Gervasi - Bonanova,75,3,1,1.000 €,Piso
St. Pere - Sta. Caterina - El Born,40,,1,725 €,Piso
Poble Sec,64,2,1,800 €,Piso
Hostafrancs,60,3,1,840 €,Piso
Dreta de l´Eixample,147,3,2,1.800 €,Piso
Vila Olímpica,110,4,2,1.800 €,Apartamento
Sagrada Família,40,,1,750 €,Apartamento
St. Pere - Sta. Caterina - El Born,40,,1,670 €,Apartamento
Sant Gervasi - Bonanova,350,6,4,5.900 €,Casa
Raval,43,,1,800 €,Loft
Gòtic,65,,1,1.063 €,Piso
Canyelles,80,3,1,775 €,Piso
Raval,64,2,1,880 €,Piso
Gòtic,87,,2,1.190 €,Ático
Poblenou,60,2,1,790 €,Apartamento
Fort Pienc,70,2,1,1.300 €,Apartamento
Esquerra Baixa de l´Eixample,100,3,2,1.160 €,Piso
Esquerra Baixa de l´Eixample,160,5,2,1.150 €,Piso
Gòtic,55,2,1,855 €,Piso
Camp d´en Grassot - Gràcia N.,75,3,2,1.100 €,Piso
Les Corts,50,,1,875 €,Piso
La Sagrera,86,3,1,895 €,Piso
Can Baró,60,3,1,900 €,Piso
Vila de Gràcia,120,4,2,1.800 €,Piso
Poblenou,70,2,2,1.250 €,Dúplex
Vila de Gràcia,82,3,2,1.190 €,Piso
La Bordeta,60,2,1,975 €,Piso
Raval,30,,1,646 €,Piso
Badal,50,,1,1.100 €,Apartamento
Les Corts,52,2,1,1.000 €,Casa
Esquerra Baixa de l´Eixample,56,2,1,1.250 €,Piso
Glòries El Parc,90,3,2,1.200 €,Piso
St. Pere - Sta. Caterina - El Born,80,2,1,1.450 €,Piso
Pedralbes,50,,1,795 €,Piso
Raval,65,2,1,800 €,Piso
Taxonera,250,5,2,2.000 €,Piso
Can Baró,61,,2,825 €,Planta
Hostafrancs,65,3,1,1.000 €,Piso
Sant Gervasi - Galvany,250,5,4,4.200 €,Piso
Raval,45,,1,675 €,Piso
Sarrià,90,2,2,1.300 €,Piso
Hostafrancs,90,3,2,1.200 €,Piso
Gòtic,75,2,1,1.150 €,Piso
Dreta de l´Eixample,100,4,2,1.150 €,Piso
Les Corts,42,,1,850 €,Piso
Poble Sec,50,,1,750 €,Planta
Esquerra Alta de l´Eixample,102,3,2,1.800 €,Apartamento
Sarrià,65,2,1,1.000 €,Piso
Barceloneta,60,2,1,950 €,Piso
Sant Antoni,95,4,2,1.350 €,Piso
Besòs - Maresme,90,2,2,1.900 €,Piso
Navas,50,2,1,820 €,Piso
Putget - Farró,50,,1,950 €,Piso
Sant Gervasi - Galvany,260,5,5,5.500 €,Piso
Gòtic,120,3,1,1.590 €,Dúplex
Dreta de l´Eixample,98,4,1,1.200 €,Piso
Vallcarca - Penitents,55,3,1,768 €,Piso
Sagrada Família,69,3,1,1.100 €,Piso
Les Corts,75,3,2,900 €,Piso
Gòtic,71,2,1,1.150 €,Apartamento
Tres Torres,45,,1,760 €,Apartamento
Sarrià,74,3,1,1.280 €,Piso
Dreta de l´Eixample,99,4,2,1.360 €,Piso
Camp d´en Grassot - Gràcia N.,85,3,1,950 €,Piso
Esquerra Baixa de l´Eixample,100,4,2,1.123 €,Piso
St. Pere - Sta. Caterina - El Born,50,,1,1.100 €,Apartamento
Dreta de l´Eixample,80,3,1,1.000 €,Piso
Diagonal Mar - La Mar Bella,120,3,2,2.500 €,Piso
Camp d´en Grassot - Gràcia N.,82,3,1,1.250 €,Apartamento
St. Pere - Sta. Caterina - El Born,95,3,1,875 €,Piso
Les Corts,77,2,1,1.100 €,Piso
La Sagrera,80,3,1,980 €,Piso
Sant Gervasi - Galvany,85,3,1,1.200 €,Apartamento
Sarrià,68,,1,850 €,Piso
Dreta de l´Eixample,60,2,1,875 €,Piso
Gòtic,65,2,1,995 €,Ático
Diagonal Mar - La Mar Bella,125,4,2,2.200 €,Piso
Sant Antoni,62,3,2,900 €,Piso
Sagrada Família,55,2,1,1.150 €,Piso
El Coll,105,2,1,800 €,Piso
Raval,75,2,1,750 €,Piso
Sant Gervasi - Bonanova,25,,1,600 €,Loft
Esquerra Alta de l´Eixample,114,4,2,1.600 €,Piso
Esquerra Alta de l´Eixample,90,3,1,1.050 €,Piso
Vila de Gràcia,100,2,2,1.850 €,Piso
Vila de Gràcia,67,2,1,1.100 €,Dúplex
Esquerra Alta de l´Eixample,79,3,1,1.000 €,Piso
Vila de Gràcia,80,4,1,1.000 €,Piso
Esquerra Alta de l´Eixample,65,2,1,1.000 €,Piso
Esquerra Alta de l´Eixample,84,3,2,980 €,Dúplex
Raval,40,,1,695 €,Estudio
Fort Pienc,80,3,1,1.300 €,Ático
Diagonal Mar - La Mar Bella,230,4,2,6.000 €,Piso
Sant Gervasi - Bonanova,108,3,2,1.440 €,Piso
Esquerra Alta de l´Eixample,76,3,1,1.150 €,Piso
Raval,91,,2,1.350 €,Piso
St. Pere - Sta. Caterina - El Born,58,2,1,950 €,Piso
Camp d´en Grassot - Gràcia N.,65,3,1,1.000 €,Piso
Camp d´en Grassot - Gràcia N.,70,2,2,900 €,Piso
Sant Antoni,80,3,1,1.025 €,Piso
Besòs - Maresme,45,2,1,750 €,Piso
La Salut,67,2,1,700 €,Piso
Sant Gervasi - Galvany,100,4,3,1.000 €,Piso
Poblenou,74,4,1,950 €,Piso
Sagrada Família,94,4,2,1.400 €,Piso
Esquerra Baixa de l´Eixample,56,2,1,800 €,Piso
Esquerra Alta de l´Eixample,80,3,2,1.100 €,Piso
Vila de Gràcia,70,3,1,1.290 €,Apartamento
Raval,80,2,2,775 €,Planta
Camp de l´Arpa,67,2,1,850 €,Piso
St. Pere - Sta. Caterina - El Born,92,2,2,1.250 €,Piso
Navas,86,4,2,1.180 €,Piso
Sagrada Família,45,,1,650 €,Piso
Esquerra Alta de l´Eixample,65,3,1,900 €,Piso
Dreta de l´Eixample,62,2,1,1.250 €,Piso
Sant Andreu,80,2,1,900 €,Piso
St. Pere - Sta. Caterina - El Born,37,,1,600 €,Piso
St. Pere - Sta. Caterina - El Born,53,2,1,900 €,Piso
Dreta de l´Eixample,92,2,2,1.150 €,Piso
Sant Antoni,45,,1,900 €,Ático
Camp d´en Grassot - Gràcia N.,97,3,2,1.087 €,Apartamento
Gòtic,93,3,2,1.580 €,Apartamento
Dreta de l´Eixample,94,2,2,1.700 €,Piso
Poble Sec,68,2,1,850 €,Piso
Les Corts,82,3,2,1.050 €,Piso
Sarrià,73,3,1,1.100 €,Piso
Navas,80,3,1,970 €,Piso
Esquerra Alta de l´Eixample,154,3,2,1.900 €,Ático
Vallcarca - Penitents,238,4,4,3.800 €,Chalet
Carmel,25,,1,550 €,Estudio
Vila Olímpica,172,,,3.000 €,Casa
Raval,75,2,1,880 €,Piso
Esquerra Alta de l´Eixample,105,3,2,1.300 €,Piso
Sant Martí,75,3,1,900 €,Piso
Camp de l´Arpa,95,3,1,1.400 €,Piso
Esquerra Alta de l´Eixample,85,2,1,1.190 €,Piso
Sant Antoni,86,4,1,1.090 €,Piso
Dreta de l´Eixample,120,3,2,1.750 €,Piso
Dreta de l´Eixample,95,2,2,1.150 €,Piso
Sant Ramon - Maternitat,123,4,2,1.400 €,Piso
Gòtic,57,,1,1.293 €,Ático
Sant Gervasi - Galvany,100,3,2,1.500 €,Piso
Raval,55,3,1,850 €,Piso
Poblenou,109,4,1,1.400 €,Piso
Horta,60,2,1,795 €,Piso
Sant Gervasi - Galvany,184,4,4,4.900 €,Piso
St. Pere - Sta. Caterina - El Born,35,,1,800 €,Piso
Prosperitat,67,,1,800 €,Estudio
Camp de l´Arpa,77,3,1,900 €,Piso
Esquerra Alta de l´Eixample,65,2,1,1.850 €,Piso
